Code zone (FAO),Zone,dispo_calorique_totale_kcal_personne_jour,dispo_gras_g_personne_jour,dispo_proteique_totale_g_personne_jour,dispo_interieure_ktonnes,exportations_ktonnes,importations_ktonnes,pertes_ktonnes,production_ktonnes,variation_stock_ktonnes,population,nb_sousalimentes,dispo_calorique_totale_pays_kcal_jour,taux_sousnutrition_pct,taux_couverture_kcal_pct,taux_couverture_prot_pct,taux_autosuffisance_pct,taux_dependance_import_pct,taux_pertes_pct,pop_nourrissable_theorique
157,Nicaragua,2760.15,65.62,73.73,13350.0,2179.0,1952.0,774.0,13459.0,0.0,6823610.0,,18834187141.5,,110.406,118.91935483870968,100.81647940074907,14.621722846441948,5.797752808988764,7533674.8566
158,Niger,2654.02,59.49,92.52,18146.0,195.0,1799.0,1996.0,16783.0,1.0,26159870.0,3400000.0,69428818177.4,12.99700648359491,106.1608,149.2258064516129,92.48870274440648,9.914030640361512,10.999669348616775,27771527.27096
159,Nigéria,2470.11,62.62,57.03,244675.0,1035.0,10289.0,21009.0,234761.0,21.0,227882950.0,47500000.0,562895953624.5,20.844034185093708,98.8044,91.98387096774194,95.94809441095332,4.205170123633391,8.586492285685091,225158381.4498
162,Norvège,3475.57,137.29,125.44,13077.0,3592.0,8595.0,171.0,7745.0,5.0,5519170.0,137979.25,19182261676.9,2.5,139.0228,202.32258064516125,59.226122199281185,65.72608396421198,1.307639366827254,7672904.670760001
165,Pakistan,2513.75,86.21000000000001,73.32000000000001,249874.0,12322.0,11739.0,19197.0,256871.0,2.0,247504500.0,42100000.0,622164436875.0,17.009791741160264,100.55000000000001,118.25806451612904,102.80021130649848,4.697967775758983,7.682672066721628,248865774.75
166,Panama,3104.58,101.89,93.57,6276.0,709.0,2063.0,183.0,4958.0,-8.0,4458760.0,200000.0,13842577120.8,4.48555203688918,124.1832,150.91935483870967,78.99936265137029,32.871255576800515,2.9158699808795414,5537030.84832
167,Tchéquie,3384.27,159.04,96.05,21918.0,10348.0,10179.0,622.0,22724.0,40.0,10809720.0,270243.0,36583011104.4,2.5,135.3708,154.91935483870967,103.6773428232503,46.44128113879004,2.837850168811023,14633204.44176
168,Papouasie-Nouvelle-Guinée,2177.09,64.39,62.15,11982.0,1191.0,1392.0,659.0,11971.0,-10.0,10389640.0,3100000.0,22619181347.600002,29.837414963367355,87.0836,100.24193548387098,99.90819562677349,11.617426139208813,5.4999165414788855,9047672.539040001
169,Paraguay,3067.05,94.99,66.45,20979.0,13827.0,930.0,1658.0,31713.0,0.0,6844150.0,300000.0,20991350257.5,4.383305450640328,122.682,107.1774193548387,151.16545116545117,4.433004433004433,7.90314123647457,8396540.103
170,Pérou,2810.5,67.12,88.52000000000001,51967.0,10698.0,9681.0,4829.0,52901.0,75.0,33845620.0,2100000.0,95123115010.0,6.204643318692344,112.42000000000002,142.77419354838713,101.79729443685414,18.629130024823446,9.292435584120692,38049246.004
171,Philippines,2982.9,57.96,77.43,128828.0,6639.0,27349.0,3448.0,107801.0,38.0,114891200.0,4200000.0,342708960480.0,3.6556324592309943,119.316,124.88709677419357,83.67823765020027,21.229080634644642,2.676436799453535,137083584.192
173,Pologne,3730.13,141.11,117.73,89445.0,37171.0,20971.0,3111.0,103449.0,-18.0,38762840.0,969071.0,144590432369.2,2.5,149.2052,189.88709677419357,115.6565487170887,23.44569288389513,3.4781150427637098,57836172.947680004
174,Portugal,3552.91,141.38,126.36,21297.0,7176.0,16331.0,707.0,12976.0,145.0,10430740.0,260768.5,37059480453.4,2.5,142.1164,203.80645161290323,60.92876931023149,76.68216180682725,3.319716391980091,14823792.18136
175,Guinée-Bissau,2559.6400000000003,84.14,52.14,1583.0,93.0,422.0,86.0,1256.0,0.0,2153340.0,500000.0,5511775197.6,23.21974235373884,102.38560000000001,84.09677419354838,79.34301958307012,26.658243840808595,5.432722678458623,2204710.07904
176,Timor-Leste,2276.5,61.34,65.4,1059.0,14.0,686.0,22.0,378.0,0.0,1384290.0,200000.0,3151336185.0,14.447839686770836,91.06,105.48387096774195,35.69405099150141,64.7780925401322,2.0774315391879132,1260534.474
179,Qatar,3251.07,108.96000000000001,105.09,3364.0,17.0,2977.0,56.0,276.0,-15.0,2979080.0,,9685197615.6,,130.0428,169.5,8.204518430439952,88.49583828775268,1.6646848989298455,3874079.04624
181,Zimbabwe,2393.43,85.31,69.1,15953.0,273.0,1822.0,676.0,14430.0,3.0,16340820.0,3300000.0,39110608812.6,20.194824984303114,95.73719999999999,111.45161290322581,90.45320629348711,11.421049332413965,4.237447502037234,15644243.525039999
183,Roumanie,3648.93,137.59,112.43,34133.0,23227.0,13397.0,462.0,39763.0,61.0,19118480.0,477962.0,69761995226.4,2.5,145.9572,181.33870967741936,116.49430170216506,39.24940673248762,1.353528843055108,27904798.090559997
184,Rwanda,2404.88,36.72,57.04,10896.0,90.0,1154.0,641.0,9818.0,4.0,13954470.0,3200000.0,33558825813.600002,22.931720086825223,96.1952,92.0,90.1064610866373,10.591042584434655,5.882892804698972,13423530.32544
185,Fédération de Russie,3528.42,127.1,117.8,302773.0,60911.0,23203.0,5183.0,351246.0,-569.0,145440500.0,3636012.5,513175169010.0,2.5,141.1368,190.0,116.00968382253372,7.663497075366695,1.7118435263382137,205270067.604
188,Saint-Kitts-et-Nevis,2853.57,119.76,90.98,39.0,4.0,29.0,0.0,11.0,0.0,46760.0,,133432933.2,,114.14280000000001,146.74193548387098,28.205128205128204,74.35897435897436,0.0,53373.17328
189,Sainte-Lucie,2654.35,91.06,92.96000000000001,152.0,11.0,103.0,5.0,59.0,0.0,179280.0,,475871868.0,,106.17399999999999,149.93548387096774,38.81578947368421,67.76315789473685,3.289473684210526,190348.7472
191,Saint-Vincent-et-les Grenadines,3042.92,106.58,114.02000000000001,162.0,23.0,91.0,8.0,97.0,-1.0,101320.0,100000.0,308308654.40000004,98.69719699960521,121.7168,183.90322580645162,59.876543209876544,56.17283950617284,4.938271604938271,123323.46176000002
193,Sao Tomé-et-Principe,2279.39,66.53,54.4,154.0,8.0,47.0,11.0,115.0,0.0,230870.0,100000.0,526242769.29999995,43.31441937020834,91.17559999999999,87.74193548387098,74.67532467532467,30.519480519480517,7.142857142857142,210497.10771999997
194,Arabie saoudite,3659.85,109.02,103.77,35177.0,4281.0,26894.0,814.0,13719.0,58.0,33264290.0,831607.25,121742311756.5,2.5,146.394,167.37096774193546,38.99991471700259,76.45336441424794,2.3140119964749695,48696924.7026
195,Sénégal,2847.73,71.75,71.63,17180.0,977.0,5727.0,1152.0,13515.0,0.0,18077570.0,1000000.0,51480038416.1,5.531716928768634,113.9092,115.53225806451613,78.66705471478464,33.33527357392317,6.705471478463329,20592015.36644
196,Seychelles,2888.66,85.75,104.35,165.0,194.0,198.0,0.0,158.0,0.0,127950.0,3198.75,369604047.0,2.5,115.5464,168.3064516129032,95.75757575757575,120.0,0.0,147841.6188
197,Sierra Leone,2437.2999999999997,37.74,57.6,6814.0,38.0,1058.0,481.0,6186.0,0.0,8460510.0,2200000.0,20620801022.999996,26.003160565970607,97.49199999999999,92.90322580645162,90.78368065746992,15.526856471969474,7.058996184326387,8248320.409199999
198,Slovénie,3200.29,110.69,101.47,3240.0,3097.0,4701.0,317.0,2014.0,5.0,2118400.0,52960.0,6779494336.0,2.5,128.01160000000002,163.66129032258064,62.160493827160494,145.0925925925926,9.78395061728395,2711797.7344
199,Slovaquie,2979.94,139.38,81.29,9296.0,6274.0,6446.0,284.0,9153.0,3.0,5518050.0,,16443457917.0,,119.1976,131.11290322580646,98.46170395869191,69.34165232358004,3.055077452667814,6577383.1668
202,Afrique du Sud,2693.97,95.57000000000001,79.18,67792.0,16483.0,11291.0,2032.0,72635.0,-4.0,63212380.0,6700000.0,170292255348.59998,10.599189589127953,107.7588,127.70967741935483,107.14391078593344,16.655357564314375,2.997403823459995,68116902.13943999
203,Espagne,3377.12,152.78,117.64,105559.0,37641.0,59281.0,3100.0,83376.0,16.0,47911580.0,1197789.5,161803155049.6,2.5,135.0848,189.74193548387098,78.98521206150116,56.15911480783259,2.93674627459525,64721262.01984
207,Suriname,2539.03,69.47,68.31,640.0,90.0,274.0,35.0,445.0,1.0,628890.0,100000.0,1596770576.7,15.901031976975306,101.56120000000001,110.17741935483872,69.53125,42.8125,5.46875,638708.23068
208,Tadjikistan,2711.7000000000003,86.21,83.11,10489.0,262.0,2068.0,589.0,8575.0,2.0,10389800.0,900000.0,28174020660.000004,8.6623419122601,108.468,134.0483870967742,81.75231194584804,19.71589284011822,5.615406616455334,11269608.264000002
209,Eswatini,2573.8199999999997,57.99,58.75,6952.0,896.0,662.0,334.0,7164.0,0.0,1230510.0,200000.0,3167111248.2,16.25342337729884,102.95279999999998,94.75806451612904,103.04948216340621,9.522439585730726,4.804372842347526,1266844.4992799999
210,Suède,3366.79,146.55,112.79,18724.0,5082.0,11244.0,333.0,12835.0,12.0,10551490.0,263787.25,35524651017.1,2.5,134.6716,181.9193548387097,68.54838709677419,60.05127109591968,1.7784661397137365,14209860.40684
211,Suisse,3402.39,162.33,101.47,13754.0,1520.0,6901.0,200.0,8512.0,3.0,8870560.0,221764.0,30181104638.399998,2.5,136.09560000000002,163.66129032258064,61.88745092336775,50.17449469245311,1.4541224371092045,12072441.85536
212,République arabe syrienne,2259.32,65.45,70.56,16839.0,574.0,3645.0,658.0,13445.0,4.0,23594620.0,9000000.0,53307796858.4,38.14428882516438,90.37280000000001,113.80645161290323,79.84440881287487,21.64617851416355,3.907595462913475,21323118.74336
213,Turkménistan,2814.15,80.83,104.63,8604.0,79.0,839.0,302.0,7766.0,0.0,7364440.0,300000.0,20724638826.0,4.073629495250148,112.56600000000002,168.75806451612902,90.2603440260344,9.751278475127847,3.5099953509995347,8289855.5304
214,"Chine, Taiwan Province de",2958.38,128.4,98.73,32285.0,2126.0,21850.0,577.0,12516.0,-33.0,23317150.0,900000.0,68980990217.0,3.8598199179573833,118.3352,159.24193548387098,38.76722936348149,67.67848846213413,1.787207681585876,27592396.0868
215,République-Unie de Tanzanie,2518.29,54.410000000000004,60.43,52980.0,2559.0,2980.0,3560.0,54881.0,20.0,66617610.0,13400000.0,167762461086.9,20.114801476666607,100.73159999999999,97.46774193548387,103.58814647036618,5.624764061910155,6.719516798791997,67104984.43476
216,Thaïlande,2855.25,57.28,68.58,206999.0,60360.0,30222.0,6774.0,231461.0,70.0,71702430.0,3700000.0,204728363257.5,5.160215630069999,114.21,110.61290322580646,111.8174483934705,14.600070531741698,3.2724795771960253,81891345.303
219,Tonga,3059.02,124.09,129.26,190.0,9.0,61.0,7.0,139.0,0.0,104600.0,,319973492.0,,122.3608,208.4838709677419,73.15789473684211,32.10526315789474,3.684210526315789,127989.3968
220,Trinité-et-Tobago,2945.73,107.37,87.42999999999999,1209.0,270.0,1104.0,16.0,387.0,1.0,1502930.0,200000.0,4427225988.9,13.307339663191234,117.82920000000001,141.01612903225805,32.00992555831266,91.3151364764268,1.3234077750206783,1770890.3955599999
221,Oman,2981.34,97.47,85.64,7365.0,2224.0,6203.0,186.0,3088.0,-261.0,5049270.0,300000.0,15053590621.800001,5.941452922897765,119.2536,138.1290322580645,41.928038017651055,84.22267481330617,2.5254582484725048,6021436.2487200005
222,Tunisie,3431.5499999999997,99.95,105.04,17552.0,677.0,6266.0,807.0,10653.0,-2.0,12200430.0,400000.0,41866385566.5,3.278572968329805,137.262,169.4193548387097,60.69393801276208,35.6996353691887,4.597766636280766,16746554.2266
223,Türkiye,3892.21,141.29,119.66,184089.0,29780.0,47287.0,14606.0,174783.0,3.0,87270500.0,2181762.5,339675112805.0,2.5,155.6884,193.0,94.94483646497075,25.687031816132418,7.934205737442215,135870045.122
225,Émirats arabes unis,3125.07,125.87,96.72,15262.0,10234.0,21669.0,603.0,2167.0,-731.0,10642080.0,266052.0,33257244945.600002,2.5,125.00280000000001,156.0,14.198663346874591,141.9800812475429,3.9509893854016513,13302897.97824
226,Ouganda,2377.68,52.379999999999995,56.37,40107.0,2161.0,2454.0,1036.0,39765.0,0.0,48656600.0,10500000.0,115689824687.99998,21.579806233892214,95.10719999999999,90.91935483870968,99.14728102326276,6.118632657640811,2.583090233625053,46275929.875199996
227,Tuvalu,3300.9,116.98,103.1,32.0,12.0,7.0,0.0,35.0,0.0,9820.0,,32414838.0,,132.036,166.29032258064515,109.375,21.875,0.0,12965.9352
229,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,3434.62,143.68,110.03,110333.0,14980.0,58458.0,1395.0,69099.0,-1.0,68682960.0,1717074.0,235899868075.19998,2.5,137.38479999999998,177.46774193548387,62.62768165462735,52.98324164121342,1.2643542729736343,94359947.23008
230,Ukraine,2785.77,78.38,90.52,92338.0,62250.0,3808.0,4842.0,150443.0,29.0,37732840.0,3500000.0,105115013686.8,9.27573964747949,111.4308,146.0,162.926422491282,4.123979293465312,5.243778292793866,42046005.47472
231,États-Unis d'Amérique,3947.32,183.82,123.12,923627.0,177171.0,147744.0,32066.0,969277.0,70.0,343477340.0,8586933.5,1355814973728.8,2.5,157.89280000000002,198.58064516129033,104.94247136560537,15.996067676670345,3.4717477942935835,542325989.49152
233,Burkina Faso,2790.86,64.08,92.53999999999999,16188.0,573.0,3082.0,868.0,14533.0,1.0,23025780.0,2800000.0,64261728370.8,12.16028295241247,111.6344,149.25806451612902,89.77637756362738,19.03879416851989,5.361996540647393,25704691.34832
234,Uruguay,3322.72,122.65,104.49,7038.0,6186.0,3096.0,455.0,10116.0,8.0,3388080.0,84702.0,11257641177.599998,2.5,132.90879999999999,168.53225806451613,143.73401534526855,43.98976982097187,6.464904802500711,4503056.471039999
235,Ouzbékistan,3297.27,105.54,111.37,50972.0,4571.0,8648.0,1529.0,47478.0,0.0,35652310.0,891307.75,117555292193.7,2.5,131.89079999999998,179.6290322580645,93.14525621910067,16.96617750922075,2.9996861021737424,47022116.87748
236,Venezuela (République bolivarienne du),2800.36,97.58,73.61,26864.0,176.0,5641.0,1058.0,21227.0,0.0,28300850.0,1600000.0,79252568306.0,5.653540441364836,112.01440000000001,118.7258064516129,79.01652769505658,20.998362120309707,3.9383561643835616,31701027.3224
237,Viet Nam,3086.08,73.74000000000001,102.21,139145.0,29815.0,39504.0,9243.0,132251.0,311.0,100352190.0,6100000.0,309694886515.2,6.07859180751312,123.44319999999999,164.8548387096774,95.04545617880628,28.39052786661396,6.642710841208811,123877954.60608001
238,Éthiopie,2558.42,43.93,79.87,56871.0,1164.0,3173.0,2626.0,52894.0,12.0,128691690.0,26500000.0,329247393529.8,20.59185018084695,102.33680000000001,128.8225806451613,93.0069807107313,5.579293488772836,4.617467602117072,131698957.41192
244,Samoa,3116.48,111.03999999999999,105.28999999999999,265.0,8.0,102.0,10.0,165.0,1.0,216660.0,100000.0,675216556.8,46.15526631588664,124.6592,169.82258064516128,62.264150943396224,38.49056603773585,3.7735849056603774,270086.62272
249,Yémen,1810.56,49.160000000000004,44.97,11736.0,270.0,7672.0,316.0,4037.0,36.0,39390800.0,,71319406848.0,,72.4224,72.53225806451613,34.39843217450579,65.37150647580096,2.692569870483981,28527762.7392
250,République démocratique du Congo,2014.78,20.35,27.74,73734.0,67.0,7691.0,5007.0,66458.0,5.0,105789730.0,41600000.0,213143032209.4,39.323287808750436,80.5912,44.74193548387097,90.1320964548241,10.430737515935661,6.79062576287737,85257212.88375999
251,Zambie,2169.7599999999998,48.47,48.25,16405.0,2639.0,700.0,794.0,17834.0,-1.0,20723970.0,8000000.0,44966041147.2,38.60264225435571,86.79039999999999,77.82258064516128,108.71075891496496,4.266991770801585,4.839987808594941,17986416.45888
255,Belgique,3921.33,170.09,120.32000000000001,36278.0,38581.0,49455.0,733.0,26581.0,89.0,11712890.0,292822.25,45930106943.7,2.5,156.85320000000002,194.06451612903226,73.27030156017422,136.3222889905728,2.020508297039528,18372042.77748
256,Luxembourg,3521.8,130.3,122.55,1121.0,1421.0,1847.0,6.0,732.0,-1.0,665100.0,16627.5,2342349180.0,2.5,140.87199999999999,197.66129032258064,65.29884032114184,164.76360392506692,0.535236396074933,936939.672
272,Serbie,3878.87,113.92,135.56,17038.0,4280.0,2414.0,501.0,20871.0,1.0,6773200.0,169330.0,26272362284.0,2.5,155.1548,218.6451612903226,122.49677192158703,14.168329616152132,2.940485972531987,10508944.9136
273,Monténégro,3669.48,143.65,134.47,1122.0,34.0,818.0,20.0,348.0,0.0,633550.0,15838.75,2324799054.0,2.5,146.7792,216.88709677419357,31.016042780748666,72.90552584670232,1.7825311942959003,929919.6216
351,Chine,3513.92,100.89,130.97,2563223.0,49744.0,339706.0,126831.0,2280104.0,-150.0,1454058720.0,36351468.0,5109446017382.4,2.5,140.55679999999998,211.24193548387095,88.95457008617666,13.253080204102414,4.94810634892087,2043778406.9529603
